id,name,final_specific_general_term
21459,Frozen Tour - Duo Package,review needed
21461,Dishwasher - View Varieties In store,review needed
21462,Honey - President's Choice - See Varieties In Store,review needed
21494,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
21492,Coffee with k-cup buckets - rich,review needed
21488,Acetaminophen - Complete,medicine
21481,Antisodorific or deodorant,review needed
21479,Hygienic paper - Fluff,review needed
21477,Battery,review needed
21424,"Peanut Butter - Creamy - Saturday 4th and Sunday, January 5th, only - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week",review needed
21473,Honey - Unnamed,review needed
21469,Puding snack - Hershey's,review needed
21372,Jam - Smucker's,jam
21468,Iced tea,review needed
21465,Cheddar cheese,review needed
21464,Rice,review needed
21463,Bouillon for melting,review needed
21472,Cookies - Chips,cookies
21421,Bouillon for melting,review needed
21417,Cream 35%,review needed
21413,Chocolate treats,review needed
21371,Wipers - Green - Saturday 7th and Sunday 8 July only - Limit of 4 - $ 5.99 per item out of bounds,review needed
21367,Chocolate - Large,review needed
21362,Biological mature - the United States or Mexico,review needed
21361,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
21357,Refrigerated fruit juice - see varieties in store,review needed
21355,Peanuts - see varieties in store - * Bonus 20 points m,review needed
25187,wedge corn,review needed
25191,Peanut Butter - All Natural,review needed
24711,Ice Sweets - Drumstick - View Varieties in-store,review needed
24749,"Concentrated, frozen extension - See in store varieties",review needed
24750,Mortadelle,review needed
24759,Chips - Saturday 17 and Sunday 18 August only.- $ 3.79 the rest of the week,review needed
24764,Green peppers - Quebec,review needed
24721,Marmalade - Buy 2 and get 1 FREE 1 peanut butter (500 g),review needed
24720,Jam,jam
24707,Peanut Butter - See Varieties In Store,review needed
24706,Partially skimmed milk 1% - Purfiltr,review needed
24704,Chips - Poppables - View varieties in store,review needed
24703,Gassed source water,review needed
24701,Cuvette cleaner,review needed
24699,Ice Cream With Vanilla,review needed
24698,Acetaminophen - flu,medicine
24747,Licorice,licorice
24746,Red Potatoes - From Quebec - Canada No 1,potatoes
24768,Yogurt - Classical,review needed
24739,Frozen fruit - President's choice - See in-store variety,review needed
24735,Instant Coffee - Taste's Choice - See Varieties In Store,review needed
24731,Ice Cream With Vanilla,review needed
24730,Ice Cream With Vanilla,review needed
24727,Organic Olive Oil - Orpheus House,review needed
24726,Table syrup,review needed
24724,Batteries - max,review needed
24737,Capillary dye - image,review needed
24867,Honey,review needed
24872,Fruit Juice - See Varieties in-store,review needed
24959,Batteries - max,review needed
24963,Wafers - quadratini - * bonus 15 points m,review needed
24678,Chips - Saturday 24th and Sunday 25 August only.- Limit of 4,review needed
24670,Snatcher,review needed
24799,Prosciutto,review needed
24832,Cream 10% - Ultra'creme,review needed
24859,Litchis - Imported,review needed
24860,Cocktail of Vegetables - Garden Cocktail,review needed
24861,Frozen grilled fish fillets - see varieties in store,review needed
24864,Sesame sticks,review needed
24837,Licorice,licorice
24834,Cheese - Cheddar,review needed
24668,Capocollo,review needed
24827,Duo Gourmet Lettuce - Quebec - Packing 2,review needed
24826,Styling Products - Göt 2B,review needed
24821,Wiper - Unnamed - Limit of 6 - 99 ¢ By additional article,review needed
24816,Frozen thin crust pizza - Ristorante - See in store varieties,review needed
24810,Frozen Crispy Calmars - Salt Pepper,review needed
24809,Disinfecting wipes,review needed
24858,Ice Cream With Vanilla,review needed
24857,spinach babies,review needed
24780,Instant Rice - See Varieties In Store,review needed
24854,Chocolate,review needed
24850,Wild frozen flood shrimp - from Argentina - size: 20-40 units / lb,review needed
24848,Chocolate and Hazelnut Spread - President's Choice,review needed
24846,Organic Yellow Peppers of Serre - Canada or Mexico,review needed
24842,Fragrant rice with jasmine,review needed
24841,Refrigerated fruit juice - see varieties in store,review needed
24865,Moisturizes,review needed
24778,Pasta - Manicotti,review needed
24765,Batteries - Sunday 29th and Monday 30 December only - Limit of 4 - $ 12.63 per additional item - $ 12.63 The rest of the week,review needed
24658,Rice - Quick & Good - View Varieties in store,review needed
24663,Toothbrush - Extra Clean,review needed
24664,Eye Tracer - Infallible,review needed
24965,Ice Cream With Vanilla,review needed
24967,raisin bread,review needed
24876,Sliced charcuterie - see varieties in store,review needed
24948,Rouge delicious apples - from the United States,review needed
24950,Green beans - from the United States - 50% discount,review needed
24917,Vegetable Broth - Campbell's,review needed
24914,Corporal Deodorant - Axis,review needed
25469,Disinfecting wipes,review needed
24890,Fresh pork side ribs,review needed
24877,Fresh Lean Chopped Beef - Save $ 4.40 / LB,review needed
24973,Peanut Butter,review needed
24878,Frozen Hot Chicken Pâté,review needed
24881,Dinner - Annie's - See Varieties in-store,review needed
24882,Yellow greenhouse peppers - from Canada and / or Mexico and / or Honduras,review needed
24884,Tartiade - See Varieties In Store,review needed
24891,Bathroom cleaner,review needed
24909,Pasta for Won your frozen,review needed
24946,Layers - The Choice of President,review needed
24944,Greenhouse orange peppers - from Canada and / or Mexico,review needed
24943,Jam,jam
24942,Seasoned rice - quickly & good - see varieties in store,review needed
24915,Soup mix,review needed
24941,Kaiser breads,bread
24937,Hot cereals,review needed
24933,Pediatric nutritional supplement - Pediasure - See varieties in store - at Maxi & Cie only,review needed
24928,Grape bread with cinnamon - pom,review needed
24925,Frozen Pizza - Rustico - Saturday 6th and Sunday 7 July Only - Limit of 4 - $ 4.99 per additional item,review needed
24924,Frozen Pizza - Trabec,review needed
24940,Peanut Butter - All Natural,review needed
25470,Acetaminophen - Regular 325 mg,medicine
25471,Dishwasher - View Varieties In store,review needed
25478,Instant Rice - Minute Rice,review needed
26026,Layers,review needed
24897,Organic Beverage - Natur-A,review needed
24899,Fruit snack - GOGO SQUEZ - Lower price of the year,review needed
25050,Frozen fruit - President's choice - See in-store variety,review needed
24980,Non-dairy drink,review needed
24981,Mid-Sweet Chocolate - Baker's,review needed
24983,Antisodorific or deodorant,review needed
24985,Biological Hass Lawyer - Mexico,review needed
24987,Citrus Beverage - Sunnyd,review needed
24991,Organic Milk - President's Choice - See Varieties In-store,review needed
24993,Biological Hass Lawyer - Mexico,review needed
25005,Soup - Chunky,review needed
25010,Denture cleaner,review needed
25013,Ice bars - * Bonus 30 Points m,review needed
25065,Bagelwichs - Montreal Style,review needed
25064,Bars - Dipps,review needed
25061,Lozenges,review needed
25059,Crunchy peanut butter,review needed
25048,Fondue at Parmesan,review needed
24906,"Concentrated fruit drink, frozen",review needed
24956,Chocolate bars - M & M's,review needed
25043,Hummus,review needed
25031,Cranberry Infused Water - PACT - See Varieties In stock,review needed
25030,Ice cream bars - see varieties in store,review needed
25025,Yogurt - 0% fat - see varieties in store,review needed
25020,Ice Cream With Vanilla,review needed
25015,Organic Milk - President's Choice - See Varieties In-store,review needed
25034,Mounted coffee - Traditional,review needed
24954,Natural peanut butter,review needed
24952,Disinfecting wipes,review needed
24908,Tortilla motton,review needed
24907,Batteries - max,review needed
24804,Green Zucchini - Quebec - * Bonus 10 Points M,review needed
24795,beets,review needed
25193,Rice,review needed
25124,Surgelé lobster flesh,review needed
25146,Cookie mix,cookies
25148,Soup mixture in bags - Cup-a-Soup - Saturday 22 and Sunday 23 June only.- Limit of 4 - 4/5 $ the rest of the week or by item outside the limit.,review needed
25152,"trout, nets",review needed
25153,Snatcher,review needed
25154,Dry Sausage - Craftsman - View Varieties In-store,review needed
25126,White Eggs - Freedom Hens - Gros Caliber,review needed
25122,Soup - Gastronomy of the day - see varieties in store,review needed
25095,Dry spare lines,review needed
25110,"Toothpaste - Maxfresh - Saturday 20th and Sunday, July 21 only.- limit of 4 - 99 ¢ per additional article",review needed
25108,Fruit bowls - see varieties in store,review needed
25107,Dental Prosthetic Care - Poligrip,review needed
25106,Disinfectant,review needed
25103,Flavored pale tuna,review needed
25101,spinach babies,review needed
25144,Chicken Eggs Free - Gros Caliber,review needed
25164,feta cheese,review needed
25143,Honey - Unnamed,review needed
25138,Peanut Butter - Natural Crunchy - Saturday 29th and Sunday 30 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,review needed
25136,Hygienic buffers - Pearl,review needed
25132,"Peanut butter - Natural crunchy - Saturday 6th and Sunday, July 7th only!- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.",review needed
25131,Spread,review needed
25128,"Liquid Washer, -40 ℃ - Cash of 4 cans - Come back to 1.5 $ unity",review needed
25140,Black Forest Smoked Ham Without Nitrite Sliced,review needed
25084,Mined with ham,review needed
25252,Gas Drink - Coke - See Varieties in-store,review needed
25370,Foundation - Ready Gorgeous Set,review needed
25371,Mini Choco,review needed
25374,Cereal - Wellness - See Varieties In store,review needed
25379,"Red peppers, yellows, oranges or green - from Quebec",review needed
25097,nectarines,review needed
25093,baguette,review needed
24789,Almond Butter - Blue Menu,review needed
25211,Black Forest Smoked Ham Without Nitrite Sliced,review needed
25234,Bags - See Variety in Store - * Bonus 15 Points M,review needed
25239,Fresh chicken breast strips,review needed
25242,Batteries - Saturday 25 and Sunday May 26th Only - Limit of 4 - $ 14.79 The rest of the week or by item outside.,review needed
25245,Refrigerated dessert,review needed
25246,Licorice,licorice
25215,Frozen Pizza - Casa di Mama - Saturday 15 and Sunday 16 September Only - Limit of 4 - $ 6.99 The rest of the week or by item outside the limit,review needed
25206,Spread,review needed
25090,Collagen - Original Formula,review needed
25205,"Boneless pork lanyard chops, center cut",review needed
25204,Cream 15% - Ultra'crème,review needed
25197,Ice Cream With Vanilla,review needed
25195,Squares at Rice Krispies - Kellogg's,review needed
25194,Peanut butter - creamy all natural - save 50 ¢ with a good-discount in store,review needed
25232,Snatcher,review needed
25167,Organic Drink - President's Choice - See Varieties In-store,review needed
25231,Organic Olive Oil - Orpheus House,review needed
25229,Mesclun (mixed lettuce),review needed
25228,Honey - President's Choice - See Varieties In Store,review needed
25225,Frozen chicken wings - see varieties in store,review needed
25223,Mousse,review needed
25220,Peanut butter - crunchy - Saturday 8 and Sunday 9th June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,review needed
25217,Pizza lift-au oven frozen,review needed
25230,Red Mangoes - Mexico,review needed
25249,"Green apples, Granny Smith",review needed
25165,Dog Food - Beneful - See Varieties In Store,review needed
25157,Natural peanut butter with salt,review needed
25086,"Frozen Pizza - Rustico - Buy 3 and get 40 air miles as a bonus.Friday, December 7th only.",review needed
25087,Syrup,review needed
25088,"Sausages coated with dough, frozen - Rolldog - save $ 3",review needed
25089,Cereal - Special K,review needed
25380,Dishwasher Detergent - Powerball,review needed
25386,CRETONS - Pack of 2 boxes,review needed
25308,Licorice,licorice
25349,red onions,review needed
25353,Red Mango - Imported,review needed
25354,sports drink,review needed
25311,Evaporated Milk - Carnation,review needed
25305,"Frozen thin crust pizza - Ristorante - Saturday, April 13th only - Limit of 4 - $ 6.49 per additional item",review needed
25393,GASED MINERAL WATER,review needed
25301,Russet potatoes - Quebec - Category # 1,review needed
25300,UHT milk - Chokéo - See in store varieties,review needed
25299,Fresh chicken breast with back,review needed
25298,Wipes,review needed
25286,Frozen Captain Shell - $ 2 Discount,review needed
